feature,excl_in_n_genes,min_enr,mean_enr,COL4A1_n_in,COL4A1_n_out,COL4A1_enr,COL4A2_n_in,COL4A2_n_out,COL4A2_enr,COL4A3_n_in,COL4A3_n_out,COL4A3_enr,COL4A4_n_in,COL4A4_n_out,COL4A4_enr,COL4A5_n_in,COL4A5_n_out,COL4A5_enr,COL4A6_n_in,COL4A6_n_out,COL4A6_enr
12141,0,0.692,1.328,186,2403,0.94,119,3599,1.17,19,984,0.69,27,1298,1.3,22,447,1.39,23,725,2.48
28602,0,0.689,1.137,74,1309,0.69,58,1506,1.36,37,1894,0.7,52,1989,1.63,89,2249,1.12,68,3998,1.33
2234,0,0.689,5.481,2,19,1.28,5,11,16.05,3,24,4.48,3,40,4.67,2,82,0.69,3,41,5.71
17501,0,0.689,4.664,6,20,3.66,3,44,2.41,7,48,5.23,9,49,11.44,3,123,0.69,8,137,4.56
618,0,0.689,1.127,48,752,0.78,18,923,0.69,9,401,0.8,10,608,1.02,26,341,2.15,16,951,1.31
29926,0,0.687,1.118,339,2379,1.74,148,3963,1.32,180,4487,1.44,79,7065,0.7,268,11019,0.69,101,9523,0.83
5931,0,0.687,1.171,26,241,1.32,7,195,1.27,6,313,0.69,13,404,2.0,18,558,0.91,6,556,0.84
29938,0,0.687,1.03,4,54,0.9,3,82,1.29,4,117,1.23,2,181,0.69,8,329,0.69,5,282,1.38
5067,0,0.687,1.004,862,10288,1.02,346,12251,1.0,222,11583,0.69,192,14037,0.85,492,10615,1.31,274,18480,1.16
12951,0,0.687,1.074,382,3101,1.5,159,4551,1.23,197,5223,1.35,98,8417,0.73,349,14355,0.69,142,11741,0.94
4778,0,0.687,0.924,109,1849,0.72,47,2138,0.78,34,1442,0.85,18,1632,0.69,78,1367,1.61,26,2250,0.9
20749,0,0.687,0.81,686,9588,0.87,295,12171,0.86,188,9621,0.7,128,11607,0.69,429,13352,0.91,193,18074,0.83
32713,0,0.687,1.062,1719,14454,1.45,641,21376,1.06,906,25340,1.28,526,35469,0.92,1423,58562,0.69,617,49672,0.97
28324,0,0.686,1.286,177,2668,0.81,107,4209,0.9,17,888,0.69,32,1276,1.56,32,457,1.98,29,1270,1.78
11784,0,0.686,1.036,149,2017,0.9,57,2453,0.82,63,2282,0.99,26,2361,0.69,132,2152,1.73,60,4325,1.08
13022,0,0.685,1.117,44,525,1.02,17,822,0.73,9,307,1.05,9,406,1.38,14,216,1.83,4,456,0.68
15394,0,0.685,1.127,40,641,0.76,16,825,0.68,11,498,0.79,14,609,1.43,34,454,2.12,11,880,0.98
8928,0,0.685,0.928,21,374,0.68,14,530,0.93,9,454,0.71,7,538,0.81,9,299,0.85,15,741,1.58
9826,0,0.685,1.035,48,855,0.68,25,894,0.99,17,573,1.06,11,766,0.89,31,466,1.88,10,1117,0.7
27504,0,0.685,1.014,91,1621,0.68,45,2186,0.73,15,725,0.74,12,975,0.77,23,451,1.44,24,1089,1.72
19969,0,0.684,1.193,577,8092,0.87,281,11696,0.85,82,4299,0.68,131,5654,1.44,188,2866,1.85,178,9513,1.46
27788,0,0.683,0.842,422,5386,0.96,203,7160,1.0,168,7736,0.78,123,10056,0.76,403,13026,0.87,141,16113,0.68
26122,0,0.683,1.894,36,203,2.16,14,370,1.34,32,439,2.61,19,592,2.0,16,662,0.68,30,911,2.57
7754,0,0.683,1.027,48,838,0.7,20,1034,0.68,18,685,0.94,13,847,0.96,38,658,1.63,21,1311,1.25
1597,0,0.683,4.788,36,463,0.95,32,797,1.42,2,105,0.68,4,272,0.92,2,3,18.84,34,448,5.93
2465,0,0.683,2.396,47,418,1.37,42,755,1.96,2,105,0.68,7,258,1.69,1,18,1.57,63,693,7.1
28078,0,0.683,0.98,407,4981,1.0,213,7246,1.04,107,5291,0.73,60,5473,0.68,356,6440,1.56,106,9439,0.88
28339,0,0.683,0.964,4424,73966,0.73,1551,80224,0.68,911,45833,0.71,704,62281,0.7,2927,47591,1.74,1373,88014,1.22
5103,0,0.682,1.032,125,1538,0.99,64,1514,1.49,51,1705,1.07,19,1734,0.68,77,1860,1.17,19,1887,0.79
12383,0,0.682,1.326,23,411,0.68,22,607,1.28,4,180,0.8,4,315,0.79,11,131,2.37,12,461,2.03
32479,0,0.682,1.223,53,770,0.84,32,1079,1.05,9,473,0.68,9,628,0.89,18,260,1.96,21,854,1.92
10729,0,0.682,1.032,44,483,1.11,32,726,1.56,18,745,0.87,17,1159,0.91,49,2030,0.68,23,1686,1.07
23350,0,0.682,0.848,192,2510,0.93,72,3376,0.75,66,2605,0.91,38,3470,0.68,157,4433,1.0,53,5098,0.81
21440,0,0.682,1.203,32,372,1.05,19,564,1.19,4,201,0.71,3,274,0.68,8,85,2.66,5,423,0.92
16617,0,0.682,1.073,12,184,0.8,11,228,1.7,5,263,0.68,3,269,0.69,14,289,1.37,7,457,1.2
11886,0,0.681,1.688,77,356,2.64,30,560,1.89,34,639,1.91,29,1041,1.74,44,1825,0.68,23,1406,1.28
1337,0,0.681,1.205,10,179,0.68,6,303,0.7,14,357,1.41,4,285,0.87,15,245,1.73,9,382,1.84
19899,0,0.681,1.078,209,3385,0.75,130,4331,1.06,49,2579,0.68,36,3206,0.7,146,2151,1.92,81,4667,1.36
32590,0,0.681,2.146,5,66,0.92,4,88,1.6,2,48,1.49,1,40,1.56,2,83,0.68,5,59,6.62
3544,0,0.68,0.958,41,522,0.96,22,657,1.18,10,527,0.68,10,551,1.13,19,485,1.11,6,678,0.69
7316,0,0.68,3.236,57,216,3.22,34,297,4.04,48,311,5.53,24,590,2.53,35,1454,0.68,41,939,3.41
2708,0,0.68,1.126,212,1753,1.47,128,2694,1.68,77,3629,0.76,92,5146,1.11,221,9184,0.68,104,7730,1.05
1786,0,0.68,1.49,13,56,2.83,2,57,1.24,3,90,1.2,3,142,1.32,7,291,0.68,5,232,1.68
31552,0,0.68,0.852,273,3483,0.96,118,5067,0.82,63,3323,0.68,58,4177,0.86,172,4835,1.01,62,6162,0.79
23810,0,0.68,1.11,17,305,0.68,12,388,1.09,6,281,0.77,7,323,1.35,13,352,1.04,12,542,1.73
9600,0,0.679,1.766,21,377,0.68,12,556,0.76,4,141,1.02,8,199,2.5,11,81,3.84,6,261,1.79
19667,0,0.679,7.661,11,47,2.85,1,52,0.68,1,18,1.99,3,18,10.38,2,14,4.04,4,12,26.03
10535,0,0.679,0.897,4,49,1.0,1,52,0.68,2,67,1.07,1,90,0.69,3,89,0.95,2,157,0.99
6499,0,0.679,0.927,86,1172,0.89,21,1060,0.7,23,981,0.84,15,1222,0.76,66,1109,1.68,14,1610,0.68
23322,0,0.678,1.127,134,2018,0.81,54,2811,0.68,44,2016,0.78,38,2529,0.94,135,1530,2.49,57,4178,1.07
25388,0,0.678,1.014,41,583,0.86,23,942,0.86,5,225,0.8,10,353,1.76,3,125,0.68,4,277,1.13
27986,0,0.678,1.075,32,360,1.08,15,650,0.81,9,355,0.91,6,405,0.92,9,375,0.68,19,726,2.04
27894,0,0.677,9.621,1,18,0.68,1,27,1.31,1,14,2.56,2,3,41.52,1,4,7.06,1,17,4.59
28261,0,0.677,0.981,38,684,0.68,17,756,0.79,10,438,0.82,8,493,1.01,30,502,1.69,9,782,0.9
6510,0,0.677,3.211,2,36,0.68,4,63,2.24,2,20,3.59,4,32,7.79,1,21,1.35,2,43,3.63
1115,0,0.677,1.085,405,5137,0.96,186,7224,0.91,58,3071,0.68,52,3736,0.87,121,2187,1.56,89,4542,1.53
7773,0,0.677,1.793,76,385,2.41,57,582,3.46,27,792,1.22,29,1260,1.43,61,2546,0.68,44,2206,1.56
9441,0,0.677,1.08,217,3911,0.68,112,4571,0.87,87,3330,0.94,61,4235,0.9,180,2855,1.78,115,6802,1.32
11055,0,0.676,1.317,19,284,0.82,14,325,1.52,5,265,0.68,5,324,0.96,22,218,2.85,7,507,1.08
16732,0,0.676,1.789,22,215,1.25,23,420,1.93,3,159,0.68,4,283,0.88,19,143,3.75,17,593,2.24
16151,0,0.676,1.236,556,5002,1.36,259,5497,1.66,279,9357,1.07,199,11112,1.12,511,21349,0.68,309,15712,1.54
10732,0,0.675,0.865,282,3505,0.98,91,4380,0.73,78,3080,0.91,66,4337,0.95,182,5448,0.94,54,6245,0.68
15151,0,0.675,1.106,35,464,0.92,15,603,0.88,9,478,0.68,10,490,1.27,27,437,1.75,12,818,1.15
25767,0,0.674,1.3,38,687,0.67,18,899,0.71,8,413,0.69,15,614,1.52,22,292,2.13,20,753,2.07
26337,0,0.674,1.164,517,7658,0.82,333,11218,1.05,91,4840,0.67,112,6391,1.09,223,3391,1.86,197,10343,1.49
30297,0,0.674,1.332,123,870,1.72,75,1344,1.97,50,1339,1.34,39,1805,1.35,87,3648,0.67,32,2657,0.94
10418,0,0.674,1.487,56,877,0.78,30,1312,0.81,5,266,0.67,5,440,0.71,2,43,1.31,39,656,4.64
18890,0,0.674,1.623,199,2476,0.98,79,4140,0.67,70,2179,1.15,54,2845,1.18,245,1713,4.04,62,2838,1.71
12845,0,0.674,0.847,111,1053,1.29,31,1625,0.67,61,3084,0.71,40,3454,0.72,109,3729,0.83,72,6470,0.87
3183,0,0.673,0.889,116,1432,0.99,59,1705,1.22,50,2154,0.83,23,2127,0.67,74,2413,0.87,23,2396,0.75
18186,0,0.673,1.061,58,901,0.78,21,1101,0.67,20,570,1.26,9,674,0.83,26,480,1.53,14,851,1.28
28966,0,0.673,1.43,8,53,1.84,2,41,1.72,1,51,0.7,2,138,0.9,2,84,0.67,2,57,2.74
23445,0,0.673,2.798,3,39,0.94,8,42,6.73,3,43,2.5,3,81,2.31,4,168,0.67,7,150,3.64
17281,0,0.673,9.878,6,20,3.66,8,9,31.39,3,14,7.68,3,29,6.44,2,84,0.67,7,58,9.42
8264,0,0.673,5.969,6,18,4.06,5,29,6.09,6,32,6.72,5,34,9.16,1,42,0.67,7,60,9.11
2084,0,0.673,2.577,1,11,1.11,2,26,2.72,2,25,2.87,1,20,3.11,1,42,0.67,3,47,4.98
32047,0,0.673,1.028,278,4386,0.77,153,5153,1.05,54,2878,0.67,84,3852,1.36,88,2785,0.89,99,5422,1.43
26977,0,0.672,1.168,64,519,1.5,30,798,1.33,39,830,1.68,13,1204,0.67,30,1118,0.76,16,1177,1.06
15278,0,0.672,0.904,36,434,1.01,12,577,0.73,9,480,0.67,8,436,1.14,24,643,1.05,6,580,0.81
5168,0,0.672,0.86,240,4301,0.68,109,4560,0.84,69,2659,0.93,36,3336,0.67,129,2880,1.27,42,4267,0.77
21533,0,0.672,1.239,114,2070,0.67,75,2607,1.02,22,781,1.01,21,1236,1.06,21,425,1.4,44,1506,2.28
22723,0,0.671,0.901,229,2741,1.02,95,4117,0.81,48,2563,0.67,42,3493,0.75,118,3091,1.08,68,4952,1.07
1189,0,0.671,1.233,59,795,0.9,25,1090,0.81,8,309,0.93,6,557,0.67,13,191,1.92,20,723,2.16
6212,0,0.671,2.84,57,188,3.7,13,195,2.35,14,245,2.05,16,318,3.13,16,674,0.67,29,441,5.13
29598,0,0.671,0.907,35,472,0.9,11,579,0.67,15,530,1.01,9,625,0.9,21,686,0.87,10,718,1.09
6151,0,0.67,1.397,143,2205,0.79,90,3023,1.05,17,909,0.67,25,1358,1.15,37,420,2.49,60,2098,2.23
29477,0,0.67,3.639,575,5136,1.37,597,8414,2.51,70,3743,0.67,245,4858,3.14,380,1243,8.64,1968,27858,5.52
16541,0,0.67,1.236,64,1164,0.67,49,1648,1.05,12,479,0.9,16,666,1.5,15,307,1.38,26,1057,1.92
1046,0,0.67,1.246,157,2413,0.79,94,3126,1.06,35,1872,0.67,45,2319,1.21,105,1242,2.39,79,4568,1.35
23961,0,0.67,1.001,88,932,1.15,22,1082,0.72,26,1391,0.67,18,1533,0.73,64,1121,1.61,38,2651,1.12
13866,0,0.669,1.294,109,1764,0.75,63,2246,0.99,30,1608,0.67,38,1986,1.19,109,1058,2.91,71,4441,1.25
18089,0,0.669,0.915,747,9722,0.94,276,12535,0.78,249,9851,0.91,118,10988,0.67,462,11032,1.18,175,13410,1.02
25000,0,0.668,1.088,39,712,0.67,21,861,0.86,10,406,0.88,12,552,1.35,21,286,2.07,7,799,0.68
28534,0,0.666,0.797,2304,31591,0.89,851,41402,0.73,765,35987,0.76,484,45230,0.67,1982,57047,0.98,724,74901,0.75
2173,0,0.666,1.09,41,751,0.67,36,1023,1.24,8,356,0.81,7,543,0.8,13,214,1.72,14,837,1.31
30623,0,0.665,0.907,77,1336,0.7,27,1284,0.74,12,647,0.66,11,773,0.89,17,399,1.2,15,945,1.24
15048,0,0.664,1.019,1832,26268,0.85,831,34462,0.85,262,14148,0.66,245,16832,0.91,302,6152,1.39,299,16070,1.45
24117,0,0.664,4.372,27,81,4.06,10,94,3.76,1,54,0.66,1,83,0.75,19,36,14.91,2,75,2.08
475,0,0.664,1.297,53,814,0.79,35,1206,1.02,7,378,0.66,8,615,0.81,14,174,2.27,22,775,2.22
20258,0,0.664,1.807,16,117,1.67,11,121,3.21,3,162,0.66,8,184,2.71,8,229,0.99,5,243,1.61
31379,0,0.664,1.238,180,2828,0.78,118,3625,1.15,46,2484,0.66,51,3434,0.93,117,1356,2.44,108,5721,1.47
18278,0,0.664,1.031,44,708,0.76,22,917,0.85,6,324,0.66,8,453,1.1,14,243,1.63,10,658,1.19
5938,0,0.663,1.204,157,1951,0.98,67,2706,0.87,19,1027,0.66,19,1417,0.84,48,570,2.38,33,1728,1.49
10571,0,0.663,1.535,36,552,0.8,33,572,2.04,24,572,1.5,24,747,2.0,36,1534,0.66,30,1061,2.21
10318,0,0.663,1.041,165,2235,0.9,70,2352,1.05,50,2703,0.66,44,2956,0.93,180,2698,1.89,46,4381,0.82
28103,0,0.663,0.929,2181,32205,0.83,845,37528,0.8,290,15679,0.66,276,20841,0.82,404,8075,1.41,273,20223,1.05
9058,0,0.663,1.107,40,736,0.66,37,1033,1.26,8,321,0.89,8,522,0.95,10,262,1.08,15,656,1.79
23007,0,0.663,1.012,4,37,1.32,1,43,0.82,2,48,1.49,1,94,0.66,1,37,0.76,1,77,1.01
23227,0,0.662,1.156,62,1057,0.72,36,1268,1.0,8,433,0.66,7,587,0.74,26,342,2.15,22,1033,1.66
21314,0,0.662,1.019,107,1835,0.71,44,1956,0.79,18,975,0.66,27,1357,1.24,41,778,1.49,31,1985,1.22
17012,0,0.661,1.024,35,557,0.77,10,534,0.66,10,312,1.15,6,389,0.96,16,251,1.8,6,582,0.8
11858,0,0.661,0.829,90,1053,1.04,30,1197,0.88,20,1004,0.71,13,1225,0.66,54,1609,0.95,15,1620,0.72
28220,0,0.661,1.528,23,369,0.76,9,481,0.66,2,107,0.67,7,200,2.18,8,64,3.53,6,343,1.37
310,0,0.66,1.561,251,3064,1.0,41,2192,0.66,15,374,1.44,7,468,0.93,91,1490,1.73,30,649,3.61
17541,0,0.66,1.371,140,2585,0.66,95,3282,1.02,22,1027,0.77,29,1500,1.2,54,610,2.5,59,2223,2.07
2953,0,0.66,0.853,114,1304,1.07,43,1888,0.8,31,1637,0.68,37,2006,1.15,49,2097,0.66,27,2775,0.76
9115,0,0.66,0.817,354,4087,1.06,162,5817,0.98,179,8059,0.8,96,9053,0.66,401,15232,0.74,157,18573,0.66
13081,0,0.66,1.353,745,10395,0.87,478,15383,1.1,100,5436,0.66,190,7965,1.49,313,3920,2.26,324,14499,1.74
12908,0,0.659,0.999,84,1251,0.82,35,1681,0.74,18,729,0.89,9,850,0.66,24,392,1.73,15,1003,1.17
15203,0,0.659,1.147,67,990,0.83,34,1369,0.88,17,710,0.86,10,945,0.66,39,493,2.24,22,1204,1.43
15197,0,0.659,1.078,312,4421,0.86,112,5815,0.68,79,4299,0.66,81,5350,0.94,247,2986,2.34,111,8753,0.99
5357,0,0.658,1.736,42,280,1.83,40,357,3.96,23,559,1.48,9,852,0.66,28,1065,0.74,25,1111,1.76
12402,0,0.658,0.825,225,2751,1.0,84,3586,0.83,60,2841,0.76,43,3743,0.72,166,4721,0.99,47,5580,0.66
15787,0,0.658,1.028,39,642,0.74,23,773,1.05,12,539,0.8,7,663,0.66,35,474,2.09,10,937,0.83
22345,0,0.657,0.925,18,310,0.71,7,376,0.66,9,342,0.94,5,371,0.84,21,362,1.64,6,616,0.76
9417,0,0.657,1.332,2,26,0.94,3,63,1.68,3,45,2.39,1,49,1.27,1,43,0.66,1,74,1.06
14558,0,0.657,1.383,71,939,0.92,34,1058,1.13,9,491,0.66,18,709,1.58,39,415,2.66,20,1160,1.35
26771,0,0.657,1.058,180,1453,1.51,35,1758,0.7,35,1911,0.66,34,2508,0.84,99,1499,1.87,51,5202,0.77
20359,0,0.656,1.078,114,1438,0.97,55,2028,0.96,40,1709,0.84,21,1993,0.66,104,1474,1.99,46,3408,1.05
13267,0,0.656,1.23,463,7412,0.76,267,10607,0.89,74,4043,0.66,117,5364,1.36,144,2041,1.99,143,6491,1.72
5461,0,0.656,1.277,130,2159,0.73,63,3163,0.7,52,1878,0.99,25,2373,0.66,81,746,3.07,53,2744,1.51
17440,0,0.656,1.986,32,540,0.72,20,653,1.08,38,483,2.82,9,334,1.68,57,325,4.96,2,238,0.66
4336,0,0.656,1.216,675,9218,0.89,373,12778,1.03,97,5303,0.66,83,7115,0.73,262,3447,2.15,226,9569,1.84
6625,0,0.655,1.168,61,1135,0.66,38,1550,0.87,19,1031,0.66,19,1333,0.89,65,802,2.29,63,2981,1.65
30023,0,0.655,0.79,605,9396,0.79,283,13212,0.76,181,7079,0.92,105,8718,0.75,494,15954,0.88,100,11915,0.66
10525,0,0.654,1.498,45,283,1.94,21,376,1.97,9,493,0.65,20,633,1.97,33,1143,0.82,22,1049,1.64
9158,0,0.654,0.837,308,3769,1.0,99,4176,0.84,106,4084,0.93,57,5391,0.66,279,8334,0.95,65,7755,0.65
321,0,0.654,1.523,2170,36390,0.73,1094,49221,0.78,458,25113,0.65,711,39559,1.12,3141,23303,3.81,2015,77082,2.04
27493,0,0.653,0.771,641,7319,1.07,218,9865,0.78,225,10546,0.76,146,13385,0.68,421,17509,0.68,174,20796,0.65
11627,0,0.653,1.038,245,3405,0.88,78,4154,0.66,33,1684,0.7,26,2480,0.65,52,877,1.68,58,2730,1.66
15160,0,0.653,1.414,196,2401,1.0,80,3100,0.91,12,659,0.65,17,842,1.26,54,825,1.85,18,499,2.82
26626,0,0.652,1.001,69,905,0.93,23,1141,0.71,18,600,1.08,13,762,1.06,28,502,1.58,9,1078,0.65
11877,0,0.652,0.967,11,145,0.93,6,270,0.78,3,165,0.65,3,150,1.25,10,200,1.41,3,299,0.78
28188,0,0.652,1.713,554,9017,0.75,387,12559,1.09,67,3685,0.65,151,6073,1.55,214,1742,3.47,287,8085,2.77
17801,0,0.652,1.148,48,641,0.91,24,630,1.35,14,673,0.75,7,669,0.65,47,631,2.1,14,968,1.13
9982,0,0.652,1.984,7,131,0.65,5,130,1.36,3,45,2.39,1,41,1.52,1,12,2.35,2,43,3.63
28689,0,0.651,0.913,133,1826,0.89,64,2378,0.95,30,1651,0.65,32,1941,1.03,72,2055,0.99,38,3062,0.97
29886,0,0.651,0.899,160,2451,0.8,53,2873,0.65,36,1496,0.86,22,1812,0.76,66,1359,1.37,32,2619,0.95
1739,0,0.651,1.221,567,7712,0.9,375,11037,1.2,78,4296,0.65,112,6205,1.12,188,3023,1.76,199,9168,1.69
12692,0,0.651,1.165,192,2807,0.83,82,3162,0.92,24,1322,0.65,20,1802,0.69,62,841,2.08,60,2580,1.82
2053,0,0.65,1.133,47,634,0.9,14,760,0.65,11,411,0.96,7,533,0.82,28,329,2.41,9,662,1.06
14470,0,0.65,1.112,189,2676,0.86,85,3802,0.79,69,2390,1.04,30,2873,0.65,103,1496,1.95,57,3205,1.39
8135,0,0.649,1.934,75,312,2.93,46,522,3.11,29,680,1.53,37,1444,1.6,45,1958,0.65,36,1575,1.78
11198,0,0.649,0.974,570,4418,1.57,137,6638,0.73,115,4201,0.98,83,4912,1.05,176,5803,0.86,50,6013,0.65
29384,0,0.649,1.168,79,620,1.55,43,792,1.92,29,1015,1.02,17,1183,0.9,36,1051,0.97,11,1324,0.65
10379,0,0.648,1.275,1121,16463,0.83,656,23823,0.97,151,8355,0.65,220,11790,1.16,441,5331,2.34,371,17055,1.7
22178,0,0.647,0.997,370,5344,0.84,130,6418,0.72,50,2770,0.65,56,3712,0.94,143,2144,1.88,65,5320,0.95
24006,0,0.647,1.204,254,3763,0.82,130,4847,0.95,34,1884,0.65,42,2720,0.96,96,1362,1.99,89,3755,1.85
14662,0,0.647,1.595,7,132,0.65,3,116,0.91,3,129,0.83,5,119,2.62,10,104,2.72,5,212,1.84
3165,0,0.646,1.045,24,387,0.76,11,601,0.65,5,216,0.83,5,353,0.88,8,163,1.39,13,574,1.77
8729,0,0.646,0.954,109,1440,0.92,48,1919,0.88,27,1498,0.65,21,1758,0.74,93,1621,1.62,34,2929,0.91
20955,0,0.646,1.093,44,695,0.77,25,840,1.05,15,506,1.06,11,681,1.01,37,518,2.02,8,967,0.65
5932,0,0.646,1.21,36,680,0.65,24,889,0.95,8,351,0.82,9,485,1.16,18,222,2.29,12,672,1.39
17339,0,0.646,1.339,280,5289,0.65,179,6724,0.94,64,2100,1.09,47,3420,0.86,86,1277,1.9,150,4508,2.6
12481,0,0.645,0.958,201,2717,0.9,94,4006,0.83,46,2555,0.65,37,3186,0.72,123,2415,1.44,72,4659,1.21
19474,0,0.645,0.841,231,2904,0.97,96,3411,0.99,74,3576,0.74,49,4350,0.7,246,7005,0.99,53,6414,0.65
728,0,0.645,1.061,33,624,0.64,17,678,0.89,10,486,0.74,14,594,1.47,32,500,1.81,10,950,0.82
13800,0,0.644,0.983,96,1235,0.95,44,1385,1.12,19,1057,0.64,15,1321,0.71,61,1057,1.63,19,1754,0.85
18628,0,0.644,1.384,40,623,0.78,23,941,0.86,4,213,0.67,3,290,0.64,11,88,3.53,8,346,1.81
2930,0,0.644,0.926,197,2736,0.88,105,3857,0.96,48,2536,0.68,33,3190,0.64,137,2972,1.3,70,5011,1.09
13838,0,0.644,0.926,80,1238,0.79,33,1497,0.78,35,1352,0.93,15,1450,0.64,76,1359,1.58,21,1966,0.83
5757,0,0.644,0.958,72,988,0.89,26,1132,0.81,12,668,0.64,12,824,0.91,38,588,1.83,10,1166,0.67
30515,0,0.644,0.908,2294,22326,1.25,1114,36499,1.08,732,34788,0.75,405,39179,0.64,1457,48566,0.85,624,55722,0.87
25853,0,0.644,0.909,63,1126,0.68,35,1388,0.89,13,724,0.64,18,946,1.19,37,820,1.28,14,1411,0.77
1664,0,0.644,0.863,1706,24121,0.86,692,29615,0.83,456,21080,0.78,255,24674,0.64,902,21922,1.16,350,30168,0.91
8796,0,0.643,0.966,637,9386,0.83,326,12571,0.92,134,7476,0.64,125,9726,0.8,413,7600,1.54,201,14585,1.08
13353,0,0.642,1.223,33,405,0.99,19,495,1.36,10,558,0.64,11,620,1.11,21,463,1.28,18,717,1.96
16908,0,0.642,14.327,6,2,36.58,6,6,35.31,3,16,6.72,2,96,1.3,3,132,0.64,7,101,5.41
24993,0,0.642,2.336,4,16,3.05,2,35,2.02,2,24,2.99,2,29,4.3,1,44,0.64,1,76,1.03
32315,0,0.642,1.033,136,2313,0.72,83,3289,0.89,13,726,0.64,16,1099,0.91,18,238,2.14,23,1983,0.91
22630,0,0.642,3.973,5,95,0.64,2,70,1.01,19,99,6.88,17,96,11.03,6,220,0.77,8,178,3.51
5186,0,0.642,8.095,1,19,0.64,2,16,4.41,5,13,13.79,2,21,5.93,4,33,3.43,6,23,20.37
16081,0,0.642,1.103,115,1481,0.95,75,2172,1.22,15,838,0.64,12,1001,0.75,23,439,1.48,31,1528,1.58
24508,0,0.641,3.191,4414,44292,1.22,3041,70751,1.52,338,18897,0.64,823,33260,1.54,206,643,9.05,1611,24295,5.18
28501,0,0.641,0.874,39,742,0.64,26,947,0.97,8,363,0.79,6,550,0.68,10,301,0.94,12,764,1.23
4134,0,0.641,0.811,150,1968,0.93,57,2698,0.75,45,2046,0.79,40,2707,0.92,110,3702,0.84,34,4144,0.64
21855,0,0.64,1.214,50,725,0.84,28,1042,0.95,4,224,0.64,6,310,1.21,6,103,1.65,15,585,2.0
19864,0,0.64,1.206,649,9537,0.83,325,13835,0.83,108,6052,0.64,160,7934,1.26,341,4277,2.25,226,12372,1.43
3058,0,0.64,1.287,16,305,0.64,15,362,1.46,7,255,0.98,4,294,0.85,18,268,1.9,11,455,1.89
29571,0,0.639,0.972,1875,24703,0.93,628,34692,0.64,412,19274,0.77,327,25691,0.79,788,15606,1.43,691,42205,1.28
1333,0,0.639,1.201,38,546,0.85,45,671,2.37,19,1066,0.64,30,1192,1.57,42,1662,0.71,32,2337,1.07
27823,0,0.638,1.58,62,632,1.2,16,885,0.64,22,568,1.39,14,766,1.14,50,474,2.98,23,840,2.14
865,0,0.638,1.008,32,399,0.98,9,498,0.64,7,245,1.02,4,385,0.65,11,280,1.11,11,521,1.65
3197,0,0.638,0.991,212,2423,1.07,104,3692,0.99,32,1798,0.64,30,2366,0.79,79,1557,1.43,42,3214,1.02
25376,0,0.638,2.447,108,654,2.01,98,849,4.08,78,952,2.94,82,1891,2.7,91,4031,0.64,71,2391,2.32
16737,0,0.636,1.692,43,718,0.73,34,1183,1.01,5,282,0.64,5,436,0.71,13,94,3.91,32,794,3.15
1034,0,0.635,2.303,7,41,2.08,4,58,2.44,3,48,2.24,3,65,2.87,2,89,0.64,4,88,3.55
5628,0,0.635,1.214,5,58,1.05,4,87,1.62,3,88,1.22,3,133,1.4,2,89,0.64,2,116,1.35
5907,0,0.635,1.458,74,1421,0.63,45,1694,0.94,16,872,0.66,31,1380,1.4,70,653,3.03,79,2955,2.09
15948,0,0.634,0.918,41,628,0.8,19,646,1.04,13,533,0.87,6,589,0.63,25,493,1.43,6,643,0.73
25247,0,0.634,0.802,648,8122,0.97,191,10103,0.67,217,10059,0.77,185,13113,0.88,356,15865,0.63,227,20024,0.89
12146,0,0.634,0.939,184,2770,0.81,107,3952,0.96,40,2262,0.63,39,2978,0.82,111,2470,1.27,67,4562,1.15
29277,0,0.634,1.312,21,404,0.63,11,568,0.68,6,184,1.17,4,335,0.74,7,116,1.71,15,399,2.94
7655,0,0.633,1.16,42,701,0.73,20,1116,0.63,7,203,1.24,3,286,0.65,7,91,2.17,6,305,1.54
131,0,0.633,1.44,7,38,2.25,1,53,0.67,3,82,1.31,5,99,3.15,3,134,0.63,1,122,0.64
27201,0,0.632,0.803,176,2884,0.74,78,3501,0.79,63,2665,0.85,36,3396,0.66,141,3479,1.15,42,5187,0.63
32675,0,0.632,0.985,207,2602,0.97,110,4491,0.86,34,1929,0.63,36,2630,0.85,79,1856,1.2,72,4053,1.39
22765,0,0.631,1.747,84,472,2.17,82,1036,2.79,29,858,1.21,50,2165,1.44,74,3312,0.63,77,2689,2.24
9830,0,0.631,1.992,22,128,2.1,15,198,2.67,25,270,3.32,22,798,1.72,31,1389,0.63,18,928,1.51
28818,0,0.631,1.083,24,390,0.75,9,457,0.7,7,398,0.63,9,480,1.17,31,429,2.04,11,708,1.21
22690,0,0.631,1.373,146,2571,0.69,76,3612,0.74,21,1194,0.63,53,1759,1.88,63,668,2.67,52,2488,1.63
30059,0,0.631,3.904,39,158,3.01,3,168,0.63,7,190,1.32,7,640,0.68,30,168,5.05,23,141,12.74
15458,0,0.63,1.144,58,889,0.8,33,961,1.21,10,569,0.63,10,612,1.02,28,423,1.87,16,933,1.34
14393,0,0.629,1.117,190,2948,0.79,67,3759,0.63,33,1807,0.65,44,2255,1.22,113,1365,2.34,47,3405,1.08
30165,0,0.629,1.23,334,2482,1.64,158,3405,1.64,152,4193,1.3,88,5901,0.93,210,9430,0.63,129,8086,1.25
